timestamp,instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hour,dayofweek,is_weekend,month,year,lag_1,lag_3,lag_6,lag_24
2011-01-04 02:00:00,72.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,0.14,0.1515,0.63,0.1343,0.0,1.0,1.0,2,1,0,1,2011,2.0,12.0,52.0,2.0
2011-01-04 03:00:00,72.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,0.14,0.1515,0.63,0.1343,0.0,1.0,1.0,3,1,0,1,2011,1.0,5.0,52.0,2.0
2011-01-04 04:00:00,73.0,1.0,0.0,1.0,4.0,0.0,2.0,1.0,1.0,0.14,0.1818,0.63,0.0896,0.0,2.0,2.0,4,1,0,1,2011,1.0,2.0,20.0,1.0
2011-01-04 05:00:00,74.0,1.0,0.0,1.0,5.0,0.0,2.0,1.0,1.0,0.12,0.1515,0.68,0.1045,0.0,4.0,4.0,5,1,0,1,2011,2.0,1.0,12.0,3.0
2011-01-04 06:00:00,75.0,1.0,0.0,1.0,6.0,0.0,2.0,1.0,1.0,0.12,0.1515,0.74,0.1045,0.0,36.0,36.0,6,1,0,1,2011,4.0,1.0,5.0,30.0
2011-01-04 07:00:00,76.0,1.0,0.0,1.0,7.0,0.0,2.0,1.0,1.0,0.12,0.1515,0.74,0.1343,2.0,92.0,94.0,7,1,0,1,2011,36.0,2.0,2.0,64.0
2011-01-04 08:00:00,77.0,1.0,0.0,1.0,8.0,0.0,2.0,1.0,1.0,0.14,0.1515,0.69,0.1642,2.0,177.0,179.0,8,1,0,1,2011,94.0,4.0,1.0,154.0
2011-01-04 09:00:00,78.0,1.0,0.0,1.0,9.0,0.0,2.0,1.0,1.0,0.16,0.1515,0.64,0.2239,2.0,98.0,100.0,9,1,0,1,2011,179.0,36.0,1.0,88.0
2011-01-04 10:00:00,79.0,1.0,0.0,1.0,10.0,0.0,2.0,1.0,2.0,0.16,0.1364,0.69,0.3284,5.0,37.0,42.0,10,1,0,1,2011,100.0,94.0,2.0,44.0
2011-01-04 11:00:00,80.0,1.0,0.0,1.0,11.0,0.0,2.0,1.0,1.0,0.22,0.2121,0.51,0.2985,7.0,50.0,57.0,11,1,0,1,2011,42.0,179.0,4.0,51.0
2011-01-04 12:00:00,81.0,1.0,0.0,1.0,12.0,0.0,2.0,1.0,1.0,0.22,0.2273,0.51,0.1642,12.0,66.0,78.0,12,1,0,1,2011,57.0,100.0,36.0,61.0
2011-01-04 13:00:00,82.0,1.0,0.0,1.0,13.0,0.0,2.0,1.0,1.0,0.24,0.2273,0.56,0.194,18.0,79.0,97.0,13,1,0,1,2011,78.0,42.0,94.0,61.0
2011-01-04 14:00:00,83.0,1.0,0.0,1.0,14.0,0.0,2.0,1.0,1.0,0.26,0.2576,0.52,0.2239,9.0,54.0,63.0,14,1,0,1,2011,97.0,57.0,179.0,77.0
2011-01-04 15:00:00,84.0,1.0,0.0,1.0,15.0,0.0,2.0,1.0,1.0,0.28,0.2727,0.52,0.2537,17.0,48.0,65.0,15,1,0,1,2011,63.0,78.0,100.0,72.0
2011-01-04 16:00:00,85.0,1.0,0.0,1.0,16.0,0.0,2.0,1.0,1.0,0.3,0.2879,0.49,0.2537,15.0,68.0,83.0,16,1,0,1,2011,65.0,97.0,42.0,76.0
2011-01-04 17:00:00,86.0,1.0,0.0,1.0,17.0,0.0,2.0,1.0,1.0,0.28,0.2727,0.48,0.2239,10.0,202.0,212.0,17,1,0,1,2011,83.0,63.0,57.0,157.0
2011-01-04 18:00:00,87.0,1.0,0.0,1.0,18.0,0.0,2.0,1.0,1.0,0.26,0.2576,0.48,0.194,3.0,179.0,182.0,18,1,0,1,2011,212.0,65.0,78.0,157.0
2011-01-04 19:00:00,88.0,1.0,0.0,1.0,19.0,0.0,2.0,1.0,1.0,0.24,0.2576,0.48,0.1045,2.0,110.0,112.0,19,1,0,1,2011,182.0,83.0,97.0,110.0
2011-01-04 20:00:00,89.0,1.0,0.0,1.0,20.0,0.0,2.0,1.0,1.0,0.24,0.2576,0.48,0.1045,1.0,53.0,54.0,20,1,0,1,2011,112.0,212.0,63.0,52.0
2011-01-04 21:00:00,90.0,1.0,0.0,1.0,21.0,0.0,2.0,1.0,1.0,0.22,0.2727,0.64,0.0,0.0,48.0,48.0,21,1,0,1,2011,54.0,182.0,65.0,52.0
2011-01-04 22:00:00,91.0,1.0,0.0,1.0,22.0,0.0,2.0,1.0,1.0,0.22,0.2576,0.64,0.0896,1.0,34.0,35.0,22,1,0,1,2011,48.0,112.0,83.0,20.0
2011-01-04 23:00:00,92.0,1.0,0.0,1.0,23.0,0.0,2.0,1.0,1.0,0.2,0.2273,0.69,0.0896,2.0,9.0,11.0,23,1,0,1,2011,35.0,54.0,212.0,12.0
2011-01-05 00:00:00,93.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.2,0.2576,0.64,0.0,0.0,6.0,6.0,0,2,0,1,2011,11.0,48.0,182.0,5.0
2011-01-05 01:00:00,94.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,0.16,0.197,0.74,0.0896,0.0,6.0,6.0,1,2,0,1,2011,6.0,35.0,112.0,2.0
2011-01-05 02:00:00,95.0,1.0,0.0,1.0,2.0,0.0,3.0,1.0,1.0,0.16,0.197,0.74,0.0896,0.0,2.0,2.0,2,2,0,1,2011,6.0,11.0,54.0,1.0
2011-01-05 03:00:00,95.0,1.0,0.0,1.0,2.0,0.0,3.0,1.0,1.0,0.16,0.197,0.74,0.0896,0.0,2.0,2.0,3,2,0,1,2011,2.0,6.0,48.0,1.0
2011-01-05 04:00:00,96.0,1.0,0.0,1.0,4.0,0.0,3.0,1.0,1.0,0.24,0.2273,0.48,0.2239,0.0,2.0,2.0,4,2,0,1,2011,2.0,6.0,35.0,2.0
2011-01-05 05:00:00,97.0,1.0,0.0,1.0,5.0,0.0,3.0,1.0,1.0,0.22,0.2273,0.47,0.1642,0.0,3.0,3.0,5,2,0,1,2011,2.0,2.0,11.0,4.0
2011-01-05 06:00:00,98.0,1.0,0.0,1.0,6.0,0.0,3.0,1.0,1.0,0.2,0.197,0.47,0.2239,0.0,33.0,33.0,6,2,0,1,2011,3.0,2.0,6.0,36.0
2011-01-05 07:00:00,99.0,1.0,0.0,1.0,7.0,0.0,3.0,1.0,1.0,0.18,0.1818,0.43,0.194,1.0,87.0,88.0,7,2,0,1,2011,33.0,2.0,6.0,94.0
2011-01-05 08:00:00,100.0,1.0,0.0,1.0,8.0,0.0,3.0,1.0,1.0,0.2,0.1818,0.4,0.2985,3.0,192.0,195.0,8,2,0,1,2011,88.0,3.0,2.0,179.0
2011-01-05 09:00:00,101.0,1.0,0.0,1.0,9.0,0.0,3.0,1.0,1.0,0.22,0.197,0.37,0.3284,6.0,109.0,115.0,9,2,0,1,2011,195.0,33.0,2.0,100.0
2011-01-05 10:00:00,102.0,1.0,0.0,1.0,10.0,0.0,3.0,1.0,1.0,0.22,0.197,0.37,0.3284,4.0,53.0,57.0,10,2,0,1,2011,115.0,88.0,2.0,42.0
2011-01-05 11:00:00,103.0,1.0,0.0,1.0,11.0,0.0,3.0,1.0,1.0,0.26,0.2273,0.33,0.3284,12.0,34.0,46.0,11,2,0,1,2011,57.0,195.0,3.0,57.0
2011-01-05 12:00:00,104.0,1.0,0.0,1.0,12.0,0.0,3.0,1.0,1.0,0.26,0.2273,0.33,0.3284,5.0,74.0,79.0,12,2,0,1,2011,46.0,115.0,33.0,78.0
2011-01-05 13:00:00,105.0,1.0,0.0,1.0,13.0,0.0,3.0,1.0,1.0,0.28,0.2576,0.3,0.2985,6.0,65.0,71.0,13,2,0,1,2011,79.0,57.0,88.0,97.0
2011-01-05 14:00:00,106.0,1.0,0.0,1.0,14.0,0.0,3.0,1.0,1.0,0.3,0.2879,0.28,0.194,10.0,52.0,62.0,14,2,0,1,2011,71.0,46.0,195.0,63.0
2011-01-05 15:00:00,107.0,1.0,0.0,1.0,15.0,0.0,3.0,1.0,1.0,0.3,0.2879,0.28,0.194,7.0,55.0,62.0,15,2,0,1,2011,62.0,79.0,115.0,65.0
2011-01-05 16:00:00,108.0,1.0,0.0,1.0,16.0,0.0,3.0,1.0,1.0,0.3,0.3182,0.28,0.0896,4.0,85.0,89.0,16,2,0,1,2011,62.0,71.0,57.0,83.0
2011-01-05 17:00:00,109.0,1.0,0.0,1.0,17.0,0.0,3.0,1.0,1.0,0.24,0.2273,0.38,0.194,4.0,186.0,190.0,17,2,0,1,2011,89.0,62.0,46.0,212.0
2011-01-05 18:00:00,110.0,1.0,0.0,1.0,18.0,0.0,3.0,1.0,1.0,0.24,0.2424,0.38,0.1343,3.0,166.0,169.0,18,2,0,1,2011,190.0,62.0,79.0,182.0
2011-01-05 19:00:00,111.0,1.0,0.0,1.0,19.0,0.0,3.0,1.0,1.0,0.24,0.2576,0.38,0.1045,5.0,127.0,132.0,19,2,0,1,2011,169.0,89.0,71.0,112.0
2011-01-05 20:00:00,112.0,1.0,0.0,1.0,20.0,0.0,3.0,1.0,1.0,0.22,0.2273,0.47,0.1642,7.0,82.0,89.0,20,2,0,1,2011,132.0,190.0,62.0,54.0
2011-01-05 21:00:00,113.0,1.0,0.0,1.0,21.0,0.0,3.0,1.0,1.0,0.2,0.197,0.51,0.194,3.0,40.0,43.0,21,2,0,1,2011,89.0,169.0,62.0,48.0
2011-01-05 22:00:00,114.0,1.0,0.0,1.0,22.0,0.0,3.0,1.0,1.0,0.18,0.197,0.55,0.1343,1.0,41.0,42.0,22,2,0,1,2011,43.0,132.0,89.0,35.0
2011-01-05 23:00:00,115.0,1.0,0.0,1.0,23.0,0.0,3.0,1.0,1.0,0.2,0.2576,0.47,0.0,1.0,18.0,19.0,23,2,0,1,2011,42.0,89.0,190.0,11.0
2011-01-06 00:00:00,116.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,0.18,0.2424,0.55,0.0,0.0,11.0,11.0,0,3,0,1,2011,19.0,43.0,169.0,6.0
2011-01-06 01:00:00,117.0,1.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,0.16,0.2273,0.64,0.0,0.0,4.0,4.0,1,3,0,1,2011,11.0,42.0,132.0,6.0
2011-01-06 02:00:00,118.0,1.0,0.0,1.0,2.0,0.0,4.0,1.0,1.0,0.16,0.2273,0.64,0.0,0.0,2.0,2.0,2,3,0,1,2011,4.0,19.0,89.0,2.0
2011-01-06 03:00:00,118.0,1.0,0.0,1.0,2.0,0.0,4.0,1.0,1.0,0.16,0.2273,0.64,0.0,0.0,2.0,2.0,3,3,0,1,2011,2.0,11.0,43.0,2.0
2011-01-06 04:00:00,119.0,1.0,0.0,1.0,4.0,0.0,4.0,1.0,2.0,0.16,0.197,0.64,0.0896,0.0,1.0,1.0,4,3,0,1,2011,2.0,4.0,42.0,2.0
2011-01-06 05:00:00,120.0,1.0,0.0,1.0,5.0,0.0,4.0,1.0,2.0,0.14,0.1818,0.69,0.0896,0.0,4.0,4.0,5,3,0,1,2011,1.0,2.0,19.0,3.0
2011-01-06 06:00:00,121.0,1.0,0.0,1.0,6.0,0.0,4.0,1.0,2.0,0.14,0.1667,0.63,0.1045,0.0,36.0,36.0,6,3,0,1,2011,4.0,2.0,11.0,33.0
2011-01-06 07:00:00,122.0,1.0,0.0,1.0,7.0,0.0,4.0,1.0,2.0,0.16,0.2273,0.59,0.0,0.0,95.0,95.0,7,3,0,1,2011,36.0,1.0,4.0,88.0
2011-01-06 08:00:00,123.0,1.0,0.0,1.0,8.0,0.0,4.0,1.0,1.0,0.16,0.2273,0.59,0.0,3.0,216.0,219.0,8,3,0,1,2011,95.0,4.0,2.0,195.0
2011-01-06 09:00:00,124.0,1.0,0.0,1.0,9.0,0.0,4.0,1.0,2.0,0.18,0.2424,0.51,0.0,6.0,116.0,122.0,9,3,0,1,2011,219.0,36.0,2.0,115.0
2011-01-06 10:00:00,125.0,1.0,0.0,1.0,10.0,0.0,4.0,1.0,1.0,0.2,0.2576,0.47,0.0,3.0,42.0,45.0,10,3,0,1,2011,122.0,95.0,1.0,57.0
2011-01-06 11:00:00,126.0,1.0,0.0,1.0,11.0,0.0,4.0,1.0,1.0,0.22,0.2576,0.44,0.0896,2.0,57.0,59.0,11,3,0,1,2011,45.0,219.0,4.0,46.0
2011-01-06 12:00:00,127.0,1.0,0.0,1.0,12.0,0.0,4.0,1.0,1.0,0.26,0.2879,0.35,0.0,6.0,78.0,84.0,12,3,0,1,2011,59.0,122.0,36.0,79.0
2011-01-06 13:00:00,128.0,1.0,0.0,1.0,13.0,0.0,4.0,1.0,1.0,0.26,0.2727,0.35,0.1045,12.0,55.0,67.0,13,3,0,1,2011,84.0,45.0,95.0,71.0
2011-01-06 14:00:00,129.0,1.0,0.0,1.0,14.0,0.0,4.0,1.0,1.0,0.28,0.2727,0.36,0.1642,11.0,59.0,70.0,14,3,0,1,2011,67.0,59.0,219.0,62.0
2011-01-06 15:00:00,130.0,1.0,0.0,1.0,15.0,0.0,4.0,1.0,1.0,0.28,0.2727,0.36,0.0,8.0,54.0,62.0,15,3,0,1,2011,70.0,84.0,122.0,62.0
2011-01-06 16:00:00,131.0,1.0,0.0,1.0,16.0,0.0,4.0,1.0,1.0,0.26,0.2576,0.38,0.1642,12.0,74.0,86.0,16,3,0,1,2011,62.0,67.0,45.0,89.0
2011-01-06 17:00:00,132.0,1.0,0.0,1.0,17.0,0.0,4.0,1.0,1.0,0.22,0.2273,0.51,0.1642,9.0,163.0,172.0,17,3,0,1,2011,86.0,70.0,59.0,190.0
2011-01-06 18:00:00,133.0,1.0,0.0,1.0,18.0,0.0,4.0,1.0,1.0,0.22,0.2273,0.51,0.1343,5.0,158.0,163.0,18,3,0,1,2011,172.0,62.0,84.0,169.0
2011-01-06 19:00:00,134.0,1.0,0.0,1.0,19.0,0.0,4.0,1.0,1.0,0.22,0.2576,0.55,0.0896,3.0,109.0,112.0,19,3,0,1,2011,163.0,86.0,67.0,132.0
2011-01-06 20:00:00,135.0,1.0,0.0,1.0,20.0,0.0,4.0,1.0,1.0,0.2,0.2121,0.51,0.1642,3.0,66.0,69.0,20,3,0,1,2011,112.0,172.0,70.0,89.0
2011-01-06 21:00:00,136.0,1.0,0.0,1.0,21.0,0.0,4.0,1.0,2.0,0.22,0.2121,0.55,0.2239,0.0,48.0,48.0,21,3,0,1,2011,69.0,163.0,62.0,43.0
2011-01-06 22:00:00,137.0,1.0,0.0,1.0,22.0,0.0,4.0,1.0,2.0,0.22,0.2121,0.51,0.2836,1.0,51.0,52.0,22,3,0,1,2011,48.0,112.0,86.0,42.0
2011-01-06 23:00:00,138.0,1.0,0.0,1.0,23.0,0.0,4.0,1.0,2.0,0.2,0.197,0.59,0.194,4.0,19.0,23.0,23,3,0,1,2011,52.0,69.0,172.0,19.0
2011-01-07 00:00:00,139.0,1.0,0.0,1.0,0.0,0.0,5.0,1.0,2.0,0.2,0.197,0.64,0.194,4.0,13.0,17.0,0,4,0,1,2011,23.0,48.0,163.0,11.0
2011-01-07 01:00:00,140.0,1.0,0.0,1.0,1.0,0.0,5.0,1.0,2.0,0.2,0.197,0.69,0.2239,2.0,5.0,7.0,1,4,0,1,2011,17.0,52.0,112.0,4.0
2011-01-07 02:00:00,141.0,1.0,0.0,1.0,2.0,0.0,5.0,1.0,2.0,0.2,0.197,0.69,0.2239,0.0,1.0,1.0,2,4,0,1,2011,7.0,23.0,69.0,2.0
2011-01-07 03:00:00,141.0,1.0,0.0,1.0,2.0,0.0,5.0,1.0,2.0,0.2,0.197,0.69,0.2239,0.0,1.0,1.0,3,4,0,1,2011,1.0,17.0,48.0,2.0
2011-01-07 04:00:00,142.0,1.0,0.0,1.0,4.0,0.0,5.0,1.0,2.0,0.2,0.2121,0.69,0.1343,0.0,1.0,1.0,4,4,0,1,2011,1.0,7.0,52.0,1.0
2011-01-07 05:00:00,143.0,1.0,0.0,1.0,5.0,0.0,5.0,1.0,3.0,0.22,0.2727,0.55,0.0,0.0,5.0,5.0,5,4,0,1,2011,1.0,1.0,23.0,4.0
2011-01-07 06:00:00,144.0,1.0,0.0,1.0,6.0,0.0,5.0,1.0,2.0,0.2,0.2576,0.69,0.0,8.0,26.0,34.0,6,4,0,1,2011,5.0,1.0,17.0,36.0
2011-01-07 07:00:00,145.0,1.0,0.0,1.0,7.0,0.0,5.0,1.0,1.0,0.2,0.2121,0.69,0.1343,8.0,76.0,84.0,7,4,0,1,2011,34.0,1.0,7.0,95.0
2011-01-07 08:00:00,146.0,1.0,0.0,1.0,8.0,0.0,5.0,1.0,1.0,0.2,0.197,0.51,0.2537,20.0,190.0,210.0,8,4,0,1,2011,84.0,5.0,1.0,219.0
2011-01-07 09:00:00,147.0,1.0,0.0,1.0,9.0,0.0,5.0,1.0,1.0,0.2,0.1818,0.47,0.2985,9.0,125.0,134.0,9,4,0,1,2011,210.0,34.0,1.0,122.0
